tweet_id,timestamp,source,name,jpg_url,favorite_count,retweet_count,month,year,day,stage,ratings,percentage_success_per,dog_confidence,dog_breed,tweet_url
846514051647705089,2017-03-28,Twitter for iPhone,barney,https://pbs.twimg.com/media/C79sB4xXwAEvwKY.jpg,41083,10354,3,2017,28,doggo,1.3,100,"golden_retriever:0.650003,Leonberg:0.0651992,Norfolk_terrier:0.0529553",golden_retriever,https://t.co/cFAasDXauK
846153765933735936,2017-03-27,Twitter for iPhone,vixen,https://pbs.twimg.com/media/C74kWqoU8AEaf3v.jpg,29037,8149,3,2017,27,,1.3,100,"giant_schnauzer:0.346468,flat-coated_retriever:0.218451,Labrador_retriever:0.10802",giant_schnauzer,https://t.co/a0CkS5ExFR
846042936437604353,2017-03-26,Twitter for iPhone,jarvis,https://pbs.twimg.com/media/C72_iaUVUAEhZSn.jpg,14786,2582,3,2017,26,,1.2,100,"golden_retriever:0.96111,Labrador_retriever:0.0166952,Tibetan_mastiff:0.00908153",golden_retriever,https://t.co/0hLkztpiOW
845812042753855489,2017-03-26,Twitter for iPhone,none,https://pbs.twimg.com/media/C7ztkInW0AEh1CD.jpg,26954,7847,3,2017,26,,1.3,66,"Samoyed:0.979803,chow:0.0159226,white_wolf:0.00130279",Samoyed,https://t.co/TLNexlqzXP
845677943972139009,2017-03-25,Twitter for iPhone,none,https://pbs.twimg.com/media/C7xzmngWkAAAp9C.jpg,23380,4373,3,2017,25,,1.2,100,"chow:0.8086810000000001,groenendael:0.123141,Newfoundland:0.0221432",chow,https://t.co/z30iQLiXNo
845397057150107648,2017-03-24,Twitter for iPhone,mimosa,https://pbs.twimg.com/media/C7t0IzLWkAINoft.jpg,7073,1618,3,2017,24,doggo,1.3,100,"Dandie_Dinmont:0.394404,Maltese_dog:0.1865369999999999,West_Highland_white_terrier:0.1819849999999999",Dandie_Dinmont,https://t.co/L6mLzrd7Mx
845306882940190720,2017-03-24,Twitter for iPhone,pickles,https://pbs.twimg.com/media/C7siH5DXkAACnDT.jpg,21579,4847,3,2017,24,pupper,1.2,100,"Irish_water_spaniel:0.567475,Labrador_retriever:0.169496,curly-coated_retriever:0.101518",Irish_water_spaniel,https://t.co/7mPCF4ZwEk
844979544864018432,2017-03-23,Twitter for iPhone,none,https://pbs.twimg.com/media/C7n4aQ0VAAAohkL.jpg,12645,2306,3,2017,23,,1.3,33,"tennis_ball:0.999281,racket:0.00037008,Shetland_sheepdog:0.000132068",tennis_ball,https://t.co/a5OaJeRl9B
844973813909606400,2017-03-23,Twitter for iPhone,brady,https://pbs.twimg.com/media/C7nzMwTV4AARz4t.jpg,13907,2843,3,2017,23,,1.2,100,"Labrador_retriever:0.742421,golden_retriever:0.195218,Chihuahua:0.0173200999999999",Labrador_retriever,https://t.co/B1iBuSq3hr
844580511645339650,2017-03-22,Twitter for iPhone,charlie,https://pbs.twimg.com/media/C7iNfq1W0AAcbsR.jpg,15273,2808,3,2017,22,,1.1,0,"washer:0.903064,dishwasher:0.032489,printer:0.0164562",washer,https://t.co/gAzPqT7uyk
844223788422217728,2017-03-21,Twitter for iPhone,margo,https://pbs.twimg.com/media/C7dJCnqU4AAswat.jpg,12686,1987,3,2017,21,,1.2,100,"Labrador_retriever:0.71951,Chesapeake_Bay_retriever:0.122019,Newfoundland:0.0388276",Labrador_retriever,https://t.co/H38HB6rBTx
843856843873095681,2017-03-20,Twitter for iPhone,sadie,https://pbs.twimg.com/media/C7X7Ui0XgAA3m19.jpg,19926,4165,3,2017,20,,1.2,100,"Labrador_retriever:0.92254,golden_retriever:0.0743578,Great_Pyrenees:0.00232495",Labrador_retriever,https://t.co/f5C5l5wa0e
843604394117681152,2017-03-19,Twitter for iPhone,hank,https://pbs.twimg.com/media/C7UVuE_U0AI8GGl.jpg,15660,2476,3,2017,19,,1.1,100,"Labrador_retriever:0.430583,golden_retriever:0.263581,Great_Pyrenees:0.179385",Labrador_retriever,https://t.co/wHUElL84RC
843235543001513987,2017-03-18,Twitter for iPhone,tycho,https://pbs.twimg.com/media/C7PGQJAWwAAibui.jpg,19926,5389,3,2017,18,,1.3,100,"Pembroke:0.958452,Cardigan:0.0237699,Chihuahua:0.00526936",Pembroke,https://t.co/DKwp2ByMsL
842846295480000512,2017-03-17,Twitter for iPhone,charlie,https://pbs.twimg.com/media/C7JkO0rX0AErh7X.jpg,14196,3313,3,2017,17,,1.3,100,"Labrador_retriever:0.461076,golden_retriever:0.154946,Chihuahua:0.110249",Labrador_retriever,https://t.co/nFpNgCWWYs
842765311967449089,2017-03-17,Twitter for iPhone,indie,https://pbs.twimg.com/media/C7IalMVX0AATKRD.jpg,6284,1175,3,2017,17,,1.2,33,"tub:0.665238,bucket:0.105166,Labrador_retriever:0.0293399",tub,https://t.co/fvGkIuAlFK
842535590457499648,2017-03-17,Twitter for iPhone,winnie,https://pbs.twimg.com/media/C7FJpgVW4AIDzi6.jpg,16881,3171,3,2017,17,,1.3,100,"Pembroke:0.685084,Cardigan:0.314608,basenji:0.000159824",Pembroke,https://t.co/Tf0rh9ZgZe
842163532590374912,2017-03-16,Twitter for iPhone,george,https://pbs.twimg.com/media/C6_3QgMWsAMNnAk.jpg,22686,5251,3,2017,16,,1.2,66,"French_bulldog:0.891227,soccer_ball:0.022811,bull_mastiff:0.012852",French_bulldog,https://t.co/o6E0hB3xZl
842115215311396866,2017-03-15,Twitter for iPhone,bentley,https://pbs.twimg.com/media/C6_LTCZWoAAKm_O.jpg,13006,2755,3,2017,15,,1.2,100,"chow:0.293493,Newfoundland:0.181336,schipperke:0.1251519999999999",chow,https://t.co/iDK4OyQJoy
841833993020538882,2017-03-15,Twitter for iPhone,ken,https://pbs.twimg.com/ext_tw_video_thumb/817423809049493505/pu/img/5OFW0yueFu9oTUiQ.jpg,0,13539,3,2017,15,,1.3,66,"ice_bear:0.3362,Samoyed:0.2013579999999999,Eskimo_dog:0.186789",ice_bear,https://t.co/btzf1zTDeQ
841680585030541313,2017-03-14,Twitter for iPhone,penny,https://pbs.twimg.com/media/C65AA7_WoAEGqA9.jpg,23999,7145,3,2017,14,,1.2,66,"Chihuahua:0.547401,bow_tie:0.1983609999999999,Pembroke:0.0584924999999999",Chihuahua,https://t.co/qUOijSlPnj
841439858740625411,2017-03-14,Twitter for iPhone,none,https://pbs.twimg.com/media/C61lFFiWoAAJdiL.jpg,11702,3312,3,2017,14,,1.4,66,"military_uniform:0.853684,Labrador_retriever:0.0481999,groenendael:0.0153943999999999",military_uniform,https://t.co/SVNMdFqKDL
841314665196081154,2017-03-13,Twitter Web Client,max,https://pbs.twimg.com/ext_tw_video_thumb/841311812641533952/pu/img/sBUGt8u76n9azPWI.jpg,14719,4228,3,2017,13,,1.3,100,"Afghan_hound:0.903712,Saluki:0.0352149999999999,bloodhound:0.0265655",Afghan_hound,https://t.co/9lVAqDEvZ5
841077006473256960,2017-03-13,Twitter for iPhone,dawn,https://pbs.twimg.com/media/C6wbE5bXUAAh1Hv.jpg,21300,4880,3,2017,13,,1.2,100,"Brittany_spaniel:0.962985,Blenheim_spaniel:0.0148199999999999,clumber:0.00955711",Brittany_spaniel,https://t.co/XKJrmO4fAQ
840696689258311684,2017-03-11,Twitter for iPhone,none,https://pbs.twimg.com/media/C6rBLenU0AAr8MN.jpg,11456,889,3,2017,11,,1.0,0,"web_site:0.8417680000000001,rule:0.00708731,envelope:0.0068203",web_site,https://t.co/2gclc1MNr7
840632337062862849,2017-03-11,Twitter for iPhone,maddie,https://pbs.twimg.com/media/C6qGphPV4AEKrdc.jpg,8411,1619,3,2017,11,,1.2,100,"golden_retriever:0.711148,cocker_spaniel:0.1579289999999999,Labrador_retriever:0.0595818999999999",golden_retriever,https://t.co/JesYTzb1Jo
840370681858686976,2017-03-11,Twitter for iPhone,none,https://pbs.twimg.com/media/C6mYrK0UwAANhep.jpg,15305,4173,3,2017,11,,1.3,0,"teapot:0.981819,cup:0.0140257999999999,coffeepot:0.00242054",teapot,https://t.co/76iL7JUQdG
840268004936019968,2017-03-10,Twitter for iPhone,monty,https://pbs.twimg.com/media/C6k7SaEXUAg83_J.jpg,17855,5205,3,2017,10,,1.2,100,"Chesapeake_Bay_retriever:0.8639870000000001,Labrador_retriever:0.0526323,kelpie:0.0325736",Chesapeake_Bay_retriever,https://t.co/8Wsr6b4RjE
839990271299457024,2017-03-10,Twitter for iPhone,sojourner,https://pbs.twimg.com/media/C6g-sX-VsAAHfJ9.jpg,12505,2065,3,2017,10,,1.3,100,"Staffordshire_bullterrier:0.604938,American_Staffordshire_terrier:0.31154,Boston_bull:0.0371591",Staffordshire_bullterrier,https://t.co/r7W1NbkOtr
839549326359670784,2017-03-08,Twitter for iPhone,winston,https://pbs.twimg.com/media/C6atpTLWYAIL7bU.jpg,25528,7056,3,2017,8,,1.2,66,"swing:0.393527,Norwich_terrier:0.05248,Pembroke:0.0499005999999999",swing,https://t.co/GuxEXTdnMu
839290600511926273,2017-03-08,Twitter for iPhone,none,https://pbs.twimg.com/media/C6XBt9XXEAEEW9U.jpg,0,132,3,2017,8,pupper,1.0,0,"web_site:0.670892,monitor:0.101565,screen:0.0753061",web_site,https://t.co/act3duiqbL
839239871831150596,2017-03-07,Twitter for iPhone,odie,https://pbs.twimg.com/media/C6WUNadWYAAPxHv.jpg,25179,5924,3,2017,7,,1.3,100,"Leonberg:0.927021,Newfoundland:0.0500091,Saint_Bernard:0.0107278",Leonberg,https://t.co/JEXB9RwBmm
838921590096166913,2017-03-07,Twitter for iPhone,arlo,https://pbs.twimg.com/media/C6Ryuf7UoAAFX4a.jpg,10398,1853,3,2017,7,,1.3,100,"Border_terrier:0.664538,Brabancon_griffon:0.170451,Yorkshire_terrier:0.0878236",Border_terrier,https://t.co/oXVu9pNZZv
838916489579200512,2017-03-07,Twitter for iPhone,none,https://pbs.twimg.com/media/C6RkiQZUsAAM4R4.jpg,0,31,3,2017,7,,1.5,0,"web_site:0.993651,monitor:0.0014059,envelope:0.00109309",web_site,https://t.co/6UCGFczlOI
838561493054533637,2017-03-06,Twitter for iPhone,walter,https://pbs.twimg.com/media/C6MrOsEXQAENOds.jpg,10234,1230,3,2017,6,,1.3,66,"kelpie:0.2165619999999999,doormat:0.139994,dalmatian:0.13282",kelpie,https://t.co/0av1PEehFI
838476387338051585,2017-03-05,Twitter for iPhone,stanley,https://pbs.twimg.com/media/C6Ld0wYWgAQQqMC.jpg,20924,4334,3,2017,5,,1.3,100,"Great_Pyrenees:0.997692,kuvasz:0.00100064,Newfoundland:0.000404556",Great_Pyrenees,https://t.co/51FXNuouHI
838083903487373313,2017-03-04,Twitter for iPhone,daisy,https://pbs.twimg.com/media/C6F42cGUYAAIKsX.jpg,16428,2834,3,2017,4,,1.3,66,"chow:0.800975,seat_belt:0.164133,Pomeranian:0.017981",chow,https://t.co/meUc8jufAO
837820167694528512,2017-03-04,Twitter for iPhone,none,https://pbs.twimg.com/media/C6CI_jbVAAA3-a1.jpg,31775,7138,3,2017,4,pupper,1.2,100,"golden_retriever:0.887625,Labrador_retriever:0.0687175,kuvasz:0.0303868",golden_retriever,https://t.co/ORiK6jlgdH
837482249356513284,2017-03-03,Twitter for iPhone,waffles,https://pbs.twimg.com/media/C59VqMUXEAAzldG.jpg,3598,405,3,2017,3,,1.3,0,"birdhouse:0.541196,can_opener:0.121094,carton:0.0561367",birdhouse,https://t.co/Z3LAaV2pKz
837471256429613056,2017-03-03,Twitter for iPhone,vincent,https://pbs.twimg.com/media/C59LpELWUAEUmYh.jpg,11960,2059,3,2017,3,,1.2,66,"Norwegian_elkhound:0.976255,keeshond:0.0139902,seat_belt:0.00211054",Norwegian_elkhound,https://t.co/u51tzXSVi3
837110210464448512,2017-03-02,Twitter for iPhone,clark,https://pbs.twimg.com/media/C54DS1kXQAEU5pS.jpg,15043,2175,3,2017,2,pupper,1.3,100,"Siberian_husky:0.767696,Eskimo_dog:0.217079,malamute:0.0116568",Siberian_husky,https://t.co/7pUjwe8X6B
836989968035819520,2017-03-01,Twitter for iPhone,mookie,https://pbs.twimg.com/media/C52V7PzWcAA_pVv.jpg,11929,2109,3,2017,1,,1.2,33,"shopping_cart:0.572422,shopping_basket:0.414002,toy_poodle:0.0058873",shopping_cart,https://t.co/beWUzGVKRM
836753516572119041,2017-03-01,Twitter for iPhone,meera,https://pbs.twimg.com/media/C5y-4VwWcAIcaoj.jpg,18084,4257,3,2017,1,doggo,1.2,33,"mortarboard:0.936882,academic_gown:0.0208154,schipperke:0.0115635",mortarboard,https://t.co/GZmNEdyoJY
836677758902222849,2017-02-28,Twitter for iPhone,oliver,https://pbs.twimg.com/media/C5x57-TWUAEawQh.jpg,11811,2021,2,2017,28,,1.1,0,"leopard:0.7974100000000001,jaguar:0.0954866,snow_leopard:0.0796941",leopard,https://t.co/fGAPAsxjKs
836380477523124226,2017-02-28,Twitter for iPhone,ava,https://pbs.twimg.com/media/C5trm6iWgAQ22Hw.jpg,13882,2745,2,2017,28,pupper,1.2,0,"wooden_spoon:0.0824886,sliding_door:0.0610164999999999,grand_piano:0.0550861",wooden_spoon,https://t.co/W4KffrdX3Q
836260088725786625,2017-02-27,Twitter for iPhone,lucy,https://pbs.twimg.com/media/C5r-G2IUwAA6KBY.jpg,19909,3976,2,2017,27,,1.3,66,"borzoi:0.564688,ice_bear:0.0782674999999999,Pembroke:0.0579161999999999",borzoi,https://t.co/gA2GECjiQD
836001077879255040,2017-02-26,Twitter for iPhone,none,https://pbs.twimg.com/media/C5oSiskU0AE8sJ_.jpg,17848,3883,2,2017,26,,1.3,66,"Samoyed:0.963558,white_wolf:0.0198476,malamute:0.00590434",Samoyed,https://t.co/uRdKlFArQE
835574547218894849,2017-02-25,Twitter for iPhone,eli,https://pbs.twimg.com/media/C5iOnigWcAAU3Ry.jpg,16620,3293,2,2017,25,,1.1,66,"Staffordshire_bullterrier:0.6106550000000001,muzzle:0.132138,American_Staffordshire_terrier:0.109544",Staffordshire_bullterrier,https://t.co/cVQEnUQd8q
835297930240217089,2017-02-25,Twitter for iPhone,ash,https://pbs.twimg.com/media/C5eTCOVUsAAWhvc.jpg,15408,2734,2,2017,25,,1.2,100,"Rottweiler:0.341276,Border_terrier:0.3362199999999999,Gordon_setter:0.0454483",Rottweiler,https://t.co/1U0z6r5LSO
835264098648616962,2017-02-24,Twitter for iPhone,lola,https://pbs.twimg.com/media/C5d0QtvXMAI_7uz.jpg,7220,1540,2,2017,24,,1.2,33,"hyena:0.736871,Chesapeake_Bay_retriever:0.0875033,meerkat:0.0420578",hyena,https://t.co/FYFyHh7rir
835172783151792128,2017-02-24,Twitter for iPhone,none,https://pbs.twimg.com/media/C5chM_jWAAQmov9.jpg,24522,5288,2,2017,24,,1.2,100,"Border_collie:0.663138,collie:0.152494,Cardigan:0.0354706",Border_collie,https://t.co/8fX2VkExnL
835152434251116546,2017-02-24,Twitter for iPhone,none,https://pbs.twimg.com/media/C5cOtWVWMAEjO5p.jpg,20889,2755,2,2017,24,,0.0,66,"swing:0.967066,American_Staffordshire_terrier:0.0127309,Staffordshire_bullterrier:0.00703922",swing,https://t.co/YbEJPkg4Ag
834931633769889797,2017-02-24,Twitter for iPhone,tucker,https://pbs.twimg.com/media/C5ZF4p-XEAEmApg.jpg,10085,1489,2,2017,24,,1.2,66,"ice_bear:0.330573,soft-coated_wheaten_terrier:0.196476,Irish_terrier:0.0730965",ice_bear,https://t.co/jTe7Y6P0HK
834786237630337024,2017-02-23,Twitter for iPhone,tobi,https://pbs.twimg.com/media/C5XBp19WYAA5a_v.jpg,20170,5105,2,2017,23,,1.3,100,"Border_terrier:0.156276,Norwegian_elkhound:0.125912,Boston_bull:0.0966239",Border_terrier,https://t.co/3FIqvumEXE
834574053763584002,2017-02-23,Twitter for iPhone,none,https://pbs.twimg.com/media/C5UAqgyXAAAbMWH.jpg,12788,2311,2,2017,23,doggo,1.3,33,"toilet_tissue:0.262936,golden_retriever:0.226564,bathtub:0.0788789999999999",toilet_tissue,https://t.co/UtEVnQ1ZPg
834458053273591808,2017-02-22,Twitter for iPhone,chester,https://pbs.twimg.com/media/C5SXK89XUAQg7GX.jpg,9018,1544,2,2017,22,,1.2,100,"Rhodesian_ridgeback:0.4686189999999999,whippet:0.177531,redbone:0.106552",Rhodesian_ridgeback,https://t.co/8ZOZS2FSJe
834209720923721728,2017-02-22,Twitter for iPhone,wilson,https://pbs.twimg.com/media/C5O1UAaWIAAMBMd.jpg,19215,4318,2,2017,22,,1.2,100,"golden_retriever:0.754799,Pekinese:0.1978609999999999,Labrador_retriever:0.00865404",golden_retriever,https://t.co/FaeinVjzTZ
834167344700198914,2017-02-21,Twitter for iPhone,sunshine,https://pbs.twimg.com/media/C5OOxY6WAAAxERz.jpg,14799,3358,2,2017,21,,1.1,0,"ox:0.991682,bison:0.00533452,water_buffalo:0.00113025",ox,https://t.co/o3bhLguymB
834086379323871233,2017-02-21,Twitter for iPhone,lipton,https://pbs.twimg.com/media/C5NFIsjWQAEI93t.jpg,12216,2037,2,2017,21,,1.2,33,"bath_towel:0.736759,sleeping_bag:0.0629591,Labrador_retriever:0.0452626999999999",bath_towel,https://t.co/5KmXPIGgAG
833863086058651648,2017-02-21,Twitter for iPhone,bentley,https://pbs.twimg.com/media/C5J6DIpWQAEosSz.jpg,12585,2207,2,2017,21,,1.2,100,"kuvasz:0.4949689999999999,Great_Pyrenees:0.312632,golden_retriever:0.141736",kuvasz,https://t.co/HDloTYilWZ
833826103416520705,2017-02-20,Twitter for iPhone,charlie,https://pbs.twimg.com/media/C5JYaYoVYAAcEQw.jpg,17044,3483,2,2017,20,,1.3,100,"Chihuahua:0.438054,kelpie:0.149706,Pembroke:0.0964805",Chihuahua,https://t.co/WTzhtfevKY
833722901757046785,2017-02-20,Twitter for iPhone,bronte,https://pbs.twimg.com/media/C5H6jmgW8AAevqq.jpg,19637,2994,2,2017,20,,1.3,100,"West_Highland_white_terrier:0.918144,Maltese_dog:0.0257207,Lakeland_terrier:0.0202111",West_Highland_white_terrier,https://t.co/w1MQWO2PET
833479644947025920,2017-02-20,Twitter for iPhone,poppy,https://pbs.twimg.com/media/C5EdT4jWEAARv2C.jpg,13971,1882,2,2017,20,,1.3,100,"golden_retriever:0.727039,cocker_spaniel:0.0711398,Tibetan_mastiff:0.0486941999999999",golden_retriever,https://t.co/YGeSpyN8Gu
833124694597443584,2017-02-19,Twitter for iPhone,gidget,https://pbs.twimg.com/media/C4_ad1IUoAEspsk.jpg,18958,4435,2,2017,19,pupper,1.2,66,"Cardigan:0.7105229999999999,kelpie:0.106102,shopping_cart:0.0554755",Cardigan,https://t.co/zD97KYFaFa
832998151111966721,2017-02-18,Twitter for iPhone,rhino,https://pbs.twimg.com/media/C49nZavUYAEJjGw.jpg,12403,2009,2,2017,18,doggo,1.3,100,"boxer:0.539036,French_bulldog:0.317617,bull_mastiff:0.0939285",boxer,https://t.co/QX1h0oqMz0
832769181346996225,2017-02-18,Twitter for iPhone,none,https://pbs.twimg.com/media/C46UmzSVMAAqBug.jpg,0,38,2,2017,18,,1.2,0,"jersey:0.895698,sweatshirt:0.0890854,poncho:0.00297522",jersey,https://t.co/zFEfMTaHqU
832757312314028032,2017-02-18,Twitter for iPhone,willow,https://pbs.twimg.com/media/C46MWnFVYAUg1RK.jpg,15817,3315,2,2017,18,,1.3,100,"Cardigan:0.160888,Staffordshire_bullterrier:0.159441,Boston_bull:0.154368",Cardigan,https://t.co/On7muWnWSQ
832636094638288896,2017-02-17,Twitter for iPhone,orion,https://pbs.twimg.com/media/C44eG7oUMAAA4Ss.jpg,14864,2555,2,2017,17,,1.2,100,"Eskimo_dog:0.5250319999999999,Siberian_husky:0.252238,malamute:0.2168389999999999",Eskimo_dog,https://t.co/Y4DZx2UWsr
832397543355072512,2017-02-17,Twitter for iPhone,eevee,https://pbs.twimg.com/media/C41FIiAW8AA7lMr.jpg,11215,2036,2,2017,17,,1.2,66,"Pekinese:0.988916,Brabancon_griffon:0.0016768,Siamese_cat:0.00112589",Pekinese,https://t.co/nqAJGCHKEt
832369877331693569,2017-02-16,Twitter for iPhone,charlie,https://pbs.twimg.com/media/C40r_GDWAAA5vNJ.jpg,16049,2914,2,2017,16,,1.1,100,"kelpie:0.50469,German_short-haired_pointer:0.105208,Staffordshire_bullterrier:0.0543385",kelpie,https://t.co/Dhdx5HnQ4d
832273440279240704,2017-02-16,Twitter for iPhone,smiley,https://pbs.twimg.com/ext_tw_video_thumb/832273373149413377/pu/img/qOqxM0b48fEarmq6.jpg,10628,2140,2,2017,16,doggo,1.4,66,"Pembroke:0.134081,ice_bear:0.0519278,pug:0.0443109",Pembroke,https://t.co/SHAb1wHjMz
832215726631055365,2017-02-16,Twitter for iPhone,moreton,https://pbs.twimg.com/media/CwJR1okWIAA6XMp.jpg,0,8573,2,2017,16,,1.3,66,"Afghan_hound:0.2746369999999999,borzoi:0.142204,doormat:0.109677",Afghan_hound,https://t.co/rLHGx3VAF3
832040443403784192,2017-02-16,Twitter for iPhone,klein,https://pbs.twimg.com/media/Cq9guJ5WgAADfpF.jpg,0,8807,2,2017,16,,1.2,100,"miniature_pinscher:0.796313,Chihuahua:0.155413,Staffordshire_bullterrier:0.0309433",miniature_pinscher,https://t.co/guDkLrX8zV
832032802820481025,2017-02-16,Twitter for iPhone,miguel,https://pbs.twimg.com/media/C4v5a4UWcAIRygc.jpg,16737,4294,2,2017,16,doggo,1.2,100,"whippet:0.601712,Ibizan_hound:0.152662,Italian_greyhound:0.135055",whippet,https://t.co/P0bO8mCQwN
831939777352105988,2017-02-15,Twitter for iPhone,emanuel,https://pbs.twimg.com/media/C4uk0EWWQAAaZm1.jpg,22445,5648,2,2017,15,doggo,1.2,33,"Pomeranian:0.153862,marmot:0.0912338999999999,grey_fox:0.0906441",Pomeranian,https://t.co/k9bzgyVdUT
831911600680497154,2017-02-15,Twitter for iPhone,kuyu,https://pbs.twimg.com/media/C4uLLGuUoAAkIHm.jpg,25786,5957,2,2017,15,,1.4,100,"bloodhound:0.777562,Great_Dane:0.0474176,Leonberg:0.0179431",bloodhound,https://t.co/l38R6IZNNg
831670449226514432,2017-02-15,Twitter for iPhone,daisy,https://pbs.twimg.com/media/C4qv3JUW8AADirb.jpg,9768,1686,2,2017,15,,1.3,100,"Pembroke:0.6248020000000001,Cardigan:0.362861,Appenzeller:0.00392621",Pembroke,https://t.co/u6p4LxzHKg
831650051525054464,2017-02-14,Twitter for iPhone,none,https://pbs.twimg.com/media/C4qdThOWAAI3WX3.jpg,6668,1783,2,2017,14,,1.3,100,"Eskimo_dog:0.530416,Siberian_husky:0.180335,Norwegian_elkhound:0.104314",Eskimo_dog,https://t.co/piiX0ke8Z6
831552930092285952,2017-02-14,Twitter for iPhone,dutch,https://pbs.twimg.com/media/C4pE-I0WQAABveu.jpg,8432,2157,2,2017,14,,1.3,100,"Chihuahua:0.257415,Pembroke:0.161442,French_bulldog:0.0921429",Chihuahua,https://t.co/BCbmFYLrse
831322785565769729,2017-02-14,Twitter for iPhone,pete,https://pbs.twimg.com/media/C4lzqQ4UEAApzU0.jpg,8744,1440,2,2017,14,doggo,1.2,66,"Old_English_sheepdog:0.999715,Tibetan_terrier:4.62967e-05,guinea_pig:4.1184300000000005e-05",Tibetan_terrier,https://t.co/Xc0gyovCtK
831315979191906304,2017-02-14,Twitter Web Client,none,https://pbs.twimg.com/media/C4lst0bXAAE6MP8.jpg,6165,1036,2,2017,14,pupper,1.3,100,"briard:0.982755,soft-coated_wheaten_terrier:0.00908435,Bouvier_des_Flandres:0.0046928",briard,https://t.co/jd6lYhfdH4
831309418084069378,2017-02-14,Twitter for iPhone,scooter,https://pbs.twimg.com/media/C4lngK5VUAEVrNO.jpg,11069,2259,2,2017,14,,1.2,100,"Doberman:0.3693889999999999,kelpie:0.132449,Labrador_retriever:0.0747273",Doberman,https://t.co/ghqMfxxa4V
831262627380748289,2017-02-13,Twitter for iPhone,tucker,https://pbs.twimg.com/media/C4k88lGVMAEKNzb.jpg,11125,1885,2,2017,13,,1.2,66,"cocker_spaniel:0.263323,Brittany_spaniel:0.20055,doormat:0.193414",cocker_spaniel,https://t.co/zqR5XKMpuY
830956169170665475,2017-02-13,Twitter for iPhone,reggie,https://pbs.twimg.com/ext_tw_video_thumb/830956118893543424/pu/img/t2G0raF7pDPRMAH5.jpg,7490,1373,2,2017,13,,1.2,100,"kuvasz:0.451516,golden_retriever:0.317196,English_setter:0.132759",kuvasz,https://t.co/X4vNEzAod5
830583320585068544,2017-02-12,Twitter for iPhone,lilly,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,62233,15378,2,2017,12,,1.3,66,"Labrador_retriever:0.908703,seat_belt:0.0570909,pug:0.0119335",Labrador_retriever,https://t.co/SATN4If5H5
830097400375152640,2017-02-10,Twitter for iPhone,samson,https://pbs.twimg.com/media/C4UZLZLWYAA0dcs.jpg,9132,2688,2,2017,10,,1.3,100,"toy_poodle:0.442713,Pomeranian:0.142073,Pekinese:0.125745",toy_poodle,https://t.co/z82hCtwhpn
829878982036299777,2017-02-10,Twitter for iPhone,loki,https://pbs.twimg.com/media/C3nygbBWQAAjwcW.jpg,0,4590,2,2017,10,doggo,1.2,66,"golden_retriever:0.6173890000000001,Labrador_retriever:0.337053,tennis_ball:0.00855442",golden_retriever,https://t.co/QV5nx6otZR
829861396166877184,2017-02-10,Twitter for iPhone,mia,https://pbs.twimg.com/media/C4RCiIHWYAAwgJM.jpg,11490,1790,2,2017,10,,1.2,100,"Border_terrier:0.394486,Staffordshire_bullterrier:0.3765739999999999,American_Staffordshire_terrier:0.0312916",Border_terrier,https://t.co/xeudgDXmTU
829501995190984704,2017-02-09,Twitter for iPhone,leo,https://pbs.twimg.com/media/C4L7p19W8AA3Fs_.jpg,29823,9747,2,2017,9,,1.2,100,"French_bulldog:0.950851,Pekinese:0.0151996,pug:0.0110936",French_bulldog,https://t.co/Xw9JbJHTul
829449946868879360,2017-02-08,Twitter for iPhone,none,https://pbs.twimg.com/media/C4LMUf8WYAkWz4I.jpg,9846,1858,2,2017,8,doggo,1.1,100,"Labrador_retriever:0.315163,golden_retriever:0.1532099999999999,Pekinese:0.132791",Labrador_retriever,https://t.co/fmRS43mWQB
829141528400556032,2017-02-08,Twitter for iPhone,malcolm,https://pbs.twimg.com/media/C4GzztSWAAA_qi4.jpg,22849,6751,2,2017,8,,1.2,66,"golden_retriever:0.57314,cocker_spaniel:0.111159,gibbon:0.0941268999999999",golden_retriever,https://t.co/rHwfySggqR
829011960981237760,2017-02-07,Twitter for iPhone,dexter,https://pbs.twimg.com/media/C4E99ygWcAAQpPs.jpg,50159,15063,2,2017,7,,1.3,66,"boxer:0.312221,dalmatian:0.24404,conch:0.130273",boxer,https://t.co/U50RlRw4is
828770345708580865,2017-02-07,Twitter for iPhone,alfie,https://pbs.twimg.com/media/C4BiOXOXAAAf6IS.jpg,24013,5385,2,2017,7,,1.3,33,"seat_belt:0.765979,Chesapeake_Bay_retriever:0.0338986,polecat:0.0272515999999999",seat_belt,https://t.co/AqPTHYUBFz
828708714936930305,2017-02-06,Twitter for iPhone,fiona,https://pbs.twimg.com/media/C4AqLSgVYAEg8nt.jpg,34152,10298,2,2017,6,,1.0,33,"hippopotamus:0.942911,Mexican_hairless:0.00838837,ice_lolly:0.00620647",hippopotamus,https://t.co/vst2SEVJO3
828650029636317184,2017-02-06,Twitter for iPhone,one,https://pbs.twimg.com/media/C3_0yhCWEAETXj2.jpg,8927,1233,2,2017,6,,1.4,100,"golden_retriever:0.649209,Chesapeake_Bay_retriever:0.19856,vizsla:0.0561999",golden_retriever,https://t.co/bZ4axuH6OK
